_original_index,comment_id,Topic,Name,Primary_Concern,Top_n_words,Probability
0,ICEB-2025-0001-0002,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.97283266596947
1,ICEB-2025-0001-0003,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
2,ICEB-2025-0001-0004,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
3,ICEB-2025-0001-0005,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
4,ICEB-2025-0001-0006,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5,ICEB-2025-0001-0007,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
6,ICEB-2025-0001-0008,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
7,ICEB-2025-0001-0009,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
8,ICEB-2025-0001-0010,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
9,ICEB-2025-0001-0011,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
10,ICEB-2025-0001-0012,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5334142924812832
11,ICEB-2025-0001-0013,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
12,ICEB-2025-0001-0014,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
13,ICEB-2025-0001-0015,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
14,ICEB-2025-0001-0016,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
15,ICEB-2025-0001-0017,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
16,ICEB-2025-0001-0018,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
17,ICEB-2025-0001-0019,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
18,ICEB-2025-0001-0020,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
19,ICEB-2025-0001-0021,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
20,ICEB-2025-0001-0022,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
21,ICEB-2025-0001-0023,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
22,ICEB-2025-0001-0024,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7630401519678264
23,ICEB-2025-0001-0025,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
24,ICEB-2025-0001-0026,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
25,ICEB-2025-0001-0027,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
26,ICEB-2025-0001-0028,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
27,ICEB-2025-0001-0029,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
28,ICEB-2025-0001-0030,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.816391967286677
29,ICEB-2025-0001-0031,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
30,ICEB-2025-0001-0032,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
31,ICEB-2025-0001-0033,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
32,ICEB-2025-0001-0034,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,1.0
33,ICEB-2025-0001-0035,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
34,ICEB-2025-0001-0036,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.6169665228625544
35,ICEB-2025-0001-0037,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.559314117986048
36,ICEB-2025-0001-0038,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
37,ICEB-2025-0001-0039,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.8130113619233609
38,ICEB-2025-0001-0040,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.70246523351095
39,ICEB-2025-0001-0041,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,1.0
40,ICEB-2025-0001-0042,7,7_attached_see attached_attached file_see,Concern provided in an attached file,attached - see attached - attached file - see - file - please see attached - please see - please - comment attached - comment,1.0
41,ICEB-2025-0001-0043,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.8624940664403138
42,ICEB-2025-0001-0044,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
43,ICEB-2025-0001-0045,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
44,ICEB-2025-0001-0046,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7869392495972563
45,ICEB-2025-0001-0047,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4566463068316658
46,ICEB-2025-0001-0048,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
47,ICEB-2025-0001-0049,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
48,ICEB-2025-0001-0050,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
49,ICEB-2025-0001-0051,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
50,ICEB-2025-0001-0052,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
51,ICEB-2025-0001-0053,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.8703869467900109
52,ICEB-2025-0001-0054,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
53,ICEB-2025-0001-0055,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.8384634166440128
54,ICEB-2025-0001-0056,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
55,ICEB-2025-0001-0057,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4506575757896154
56,ICEB-2025-0001-0058,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
57,ICEB-2025-0001-0059,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
58,ICEB-2025-0001-0060,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7146888544697049
59,ICEB-2025-0001-0061,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.9697927257667536
60,ICEB-2025-0001-0062,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
61,ICEB-2025-0001-0063,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.67122722920409
62,ICEB-2025-0001-0064,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
63,ICEB-2025-0001-0065,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
64,ICEB-2025-0001-0066,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
65,ICEB-2025-0001-0067,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
66,ICEB-2025-0001-0068,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5977617602343072
67,ICEB-2025-0001-0069,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.8303920696177878
68,ICEB-2025-0001-0070,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
69,ICEB-2025-0001-0071,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
70,ICEB-2025-0001-0072,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
71,ICEB-2025-0001-0073,8,8_energy_clean_renewable_renewable energy,Clean energy research and workforce impacts,energy - clean - renewable - renewable energy - clean energy - environmental - international - engineering - students - international students,1.0
72,ICEB-2025-0001-0074,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
73,ICEB-2025-0001-0075,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5828087144678028
74,ICEB-2025-0001-0076,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
75,ICEB-2025-0001-0077,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
76,ICEB-2025-0001-0078,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
77,ICEB-2025-0001-0079,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
78,ICEB-2025-0001-0080,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
79,ICEB-2025-0001-0081,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
80,ICEB-2025-0001-0082,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
81,ICEB-2025-0001-0083,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.955655777207618
82,ICEB-2025-0001-0084,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
83,ICEB-2025-0001-0085,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.6854929530081125
84,ICEB-2025-0001-0086,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
85,ICEB-2025-0001-0087,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.892397844112653
86,ICEB-2025-0001-0088,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
87,ICEB-2025-0001-0089,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
88,ICEB-2025-0001-0090,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
89,ICEB-2025-0001-0091,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.6399539150398758
90,ICEB-2025-0001-0092,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7878491014853117
91,ICEB-2025-0001-0093,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
92,ICEB-2025-0001-0094,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
93,ICEB-2025-0001-0095,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
94,ICEB-2025-0001-0096,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
95,ICEB-2025-0001-0097,2,2_international_international students_students_economy,Economic and institutional impacts of international student restrictions,international - international students - students - economy - economic - second - policy - degrees - state - academic,0.372011485667501
96,ICEB-2025-0001-0098,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4275237104836447
97,ICEB-2025-0001-0099,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
98,ICEB-2025-0001-0100,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.9787603835057538
99,ICEB-2025-0001-0102,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
100,ICEB-2025-0001-0103,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
101,ICEB-2025-0001-0104,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
102,ICEB-2025-0001-0105,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
103,ICEB-2025-0001-0106,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
104,ICEB-2025-0001-0107,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
105,ICEB-2025-0001-0108,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
106,ICEB-2025-0001-0109,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.9824116898807675
107,ICEB-2025-0001-0110,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
108,ICEB-2025-0001-0111,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,1.0
109,ICEB-2025-0001-0112,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
110,ICEB-2025-0001-0113,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
111,ICEB-2025-0001-0114,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
112,ICEB-2025-0001-0115,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
113,ICEB-2025-0001-0116,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
114,ICEB-2025-0001-0117,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.8650547019270358
115,ICEB-2025-0001-0118,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7394073261959911
116,ICEB-2025-0001-0119,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4550197069754989
117,ICEB-2025-0001-0120,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
118,ICEB-2025-0001-0121,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
119,ICEB-2025-0001-0122,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
120,ICEB-2025-0001-0123,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
121,ICEB-2025-0001-0124,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
122,ICEB-2025-0001-0125,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
123,ICEB-2025-0001-0126,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
124,ICEB-2025-0001-0127,7,7_attached_see attached_attached file_see,Concern provided in an attached file,attached - see attached - attached file - see - file - please see attached - please see - please - comment attached - comment,1.0
125,ICEB-2025-0001-0128,7,7_attached_see attached_attached file_see,Concern provided in an attached file,attached - see attached - attached file - see - file - please see attached - please see - please - comment attached - comment,0.9880206856071656
126,ICEB-2025-0001-0129,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
127,ICEB-2025-0001-0130,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
128,ICEB-2025-0001-0131,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.9509373784739856
129,ICEB-2025-0001-0132,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4261767276321846
130,ICEB-2025-0001-0133,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
131,ICEB-2025-0001-0145,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
132,ICEB-2025-0001-0146,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,1.0
133,ICEB-2025-0001-0147,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
134,ICEB-2025-0001-0148,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
135,ICEB-2025-0001-0149,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
136,ICEB-2025-0001-0150,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
137,ICEB-2025-0001-0151,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
138,ICEB-2025-0001-0134,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4526123020497908
139,ICEB-2025-0001-0152,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
140,ICEB-2025-0001-0153,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
141,ICEB-2025-0001-0154,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
142,ICEB-2025-0001-0155,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
143,ICEB-2025-0001-0156,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
144,ICEB-2025-0001-0157,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
145,ICEB-2025-0001-0158,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
146,ICEB-2025-0001-0159,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.9409768217038303
147,ICEB-2025-0001-0160,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
148,ICEB-2025-0001-0161,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
149,ICEB-2025-0001-0162,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
150,ICEB-2025-0001-0163,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.9409768217038303
151,ICEB-2025-0001-0164,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5091682641847574
152,ICEB-2025-0001-0165,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
153,ICEB-2025-0001-0166,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
154,ICEB-2025-0001-0167,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
155,ICEB-2025-0001-0168,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,1.0
156,ICEB-2025-0001-0169,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
157,ICEB-2025-0001-0170,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4521815328440424
158,ICEB-2025-0001-0171,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
159,ICEB-2025-0001-0172,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
160,ICEB-2025-0001-0173,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
161,ICEB-2025-0001-0174,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
162,ICEB-2025-0001-0175,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.824097671475275
163,ICEB-2025-0001-0176,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.9307516391710194
164,ICEB-2025-0001-0177,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
165,ICEB-2025-0001-0178,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.97050015217416
166,ICEB-2025-0001-0179,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4320977899465847
167,ICEB-2025-0001-0180,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
168,ICEB-2025-0001-0181,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
169,ICEB-2025-0001-0182,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
170,ICEB-2025-0001-0183,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7218329421283451
171,ICEB-2025-0001-0184,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
172,ICEB-2025-0001-0185,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
173,ICEB-2025-0001-0186,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
174,ICEB-2025-0001-0187,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.8717483053449012
175,ICEB-2025-0001-0188,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.681805873914641
176,ICEB-2025-0001-0189,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
177,ICEB-2025-0001-0190,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4550647600304247
178,ICEB-2025-0001-0191,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
179,ICEB-2025-0001-0192,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
180,ICEB-2025-0001-0193,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
